     xj
xi         1      2      3      4      5      6      7      8      9     10     11     12     13     14     15     16     17     18     19     20     21     22     23     24     25     26     27     28     29     30     31     32     33     34     35     36     37     38     39     40     41     42     43     44     45     46     47     48     49     50     51     52     53     54     55     56     57     58     59     60     61     62     63     64     65     66     67     68     69     70     71     72     73     74     75     76     77     78     79     80     81     82     83     84     85     86     87     88     89     90     91     92     93     94     95     96     97     98     99    100
  11       0      0   2152   3357   4112   4682   5255   5987   6123   6069   6175   5333   4900   3673   2631   2088   1642   1287   1029    789    613    529    490    440    346    358    302    259    171    176    160    180    179    187    148    124    119     99     83     63     55     93     97     90     97     37     26     36     63     90     23     28     19     10     18     91     27     12     19     43     26      7      6      6     13     64      6      9      6     13      7      6      6      8     47     14     12     12      0      0      0      6      6      0      8      6     13      0      0      0      0      0      6      0      0      0      8      0      0      0
  12       0      0   1391   2376   2950   3465   4047   4501   4675   4708   4634   4758   5036   3768   2847   2278   1863   1421   1055    853    740    592    491    427    391    378    349    299    196    219    174    222    185    215    191    136    125    100     96     48     46    106    121     88     87     21     23     24     71    109     15     16     21     22     17    103     25     17     15     54     30     11      6     10     19     54      0      7      6     15     10      0      6      8     32     22     11     12      0      6      0      0      0      6      9      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  13       0      0   1138   1982   2639   2992   3424   3987   4058   4148   4263   4634   5490   4670   3548   2908   2504   1852   1431   1156    954    747    628    595    516    443    433    351    241    225    209    255    207    245    236    177    150    135    104     83     65    116    153    131    127     38     38     30     70    126     18     22     15     25     16    114     29     32     21     64     39      9     11     13     20     67      8      7      6     18     11     14      6      0     47     23     17     14     10      6      0      0      6      0     18      7     11      0      0      0      0      0      0      0      0      0      6      0      0      0
  14       0      0    710   1263   1685   2076   2397   2709   2892   3010   3038   3242   3982   3951   3361   2820   2498   1834   1572   1203    950    776    656    585    486    504    447    320    257    244    215    278    216    246    204    191    154    172    126     69     79    112    154    113    112     39     29     42     88    153     30     33     20     16     26    142     33     27     18     59     37     12     11     16     18     78      6      6      7     19     11      8      0      0     34     18     20     10      6      6      0      0      6      0     21      6      9      0      0      0      0      0      0      0      6      0      7      0      0      0
  15       0      0    460    808   1166   1503   1628   2002   2048   2165   2291   2401   3062   3000   2926   2706   2369   2084   1576   1290   1007    818    696    592    460    540    448    367    270    210    229    241    211    232    218    202    173    167    125     78     83    137    162    123    120     39     39     31     92    148     29     29     31     14     26    118     31     29     25     80     46     12      7     14     12     79      6      6      6     22     11      0      6      6     40     25     17     15      6      6      0      0      0      0     12      0     12      6      0      0      0      0      6      0      0      0      0      0      0      0
  16       0      0    321    594    864   1004   1272   1557   1543   1668   1739   1875   2414   2355   2398   2514   2460   2013   1578   1292   1105    901    740    610    561    499    434    374    269    242    246    266    231    264    235    190    133    152    111     64     86    132    158    118    118     42     37     35     95    144     32     32     18     28     25    120     32     27     27     81     29      6     13      8     21     86      6      6      6     15      8      0      6      6     42     16     16     17      6      0      0      0      0      0     17      6      8      0      0      0      0      0      0      0      0      0      6      0      0      0
  17       0      0    255    448    659    858   1066   1229   1357   1412   1438   1623   2084   2061   2140   2238   2390   2092   1775   1587   1285   1074    897    721    654    626    552    388    302    249    279    312    260    274    239    239    179    167    140     84     85    139    172    149    123     39     40     34     91    148     39     43     29     30     29    175     28     30     21     76     38     14      8     18     22     78      8     13      6     15     15      7      8     13     38     24     23     16     15      0      0      0      6      6     16      6     12      0      0      0      0      0      0      0      0      0      0      0      0      0
  18       0      0    150    331    475    630    778    851    951    993   1040   1183   1519   1593   1635   1736   1930   1810   1682   1470   1230   1038    865    753    667    624    555    413    322    285    273    316    267    288    250    183    176    160    128    105     82    141    201    137    140     36     45     41     88    148     38     27     31     23     18    151     35     28     31     74     43      8     12     14     21     88      7      7      8     24     13      6      6      9     40     24     13     11     10      6      0      6      0      0     19      6      6      6      0      0      0      6      0      0      0      0      6      0      0      0
  19       0      0    109    241    343    491    539    700    761    826    914    952   1199   1288   1278   1311   1571   1493   1411   1362   1188    978    922    775    643    632    575    470    314    293    280    306    279    298    252    198    199    149    122     80     72    156    185    144    122     31     37     31    104    152     30     31     29     22     25    172     27     32     20     80     33     13     10     11     28     73     12      7      6     13      9      9      6      9     53     15     19     12      8      0      0      0      0      0     25      0      8      0      0      6      0      0      0      0      0      0      6      0      0      0
  20       0      0     85    145    263    344    446    552    580    638    729    719    959   1053   1023   1099   1276   1209   1236   1200   1168    968    865    800    641    660    630    469    362    303    287    319    259    296    244    224    175    170    129    100     80    169    201    156    126     44     44     29     99    150     47     39     27     27     24    176     45     29     33     77     54     10     10      8     16     75      6     11      7     22     17      6      7      6     52     26     18     17      9      0      0      6      0      6     18      6      0      6      0      0      0      0      0      0      0      0      6      0      0      0
  21       0      0     62    142    233    304    365    423    458    486    564    559    787    839    902    857   1005    962   1058   1042    982    974    912    771    648    641    575    412    356    309    274    323    270    299    271    198    189    209    155     82     83    141    183    168    134     43     42     45    106    155     38     40     30     27     22    157     35     26     20     87     42     13      9     18     26     82      7      6      8     24     16      7      0      0     55     17     18     12      9      0      0      0      6      0     12      0      8      0      0      0      0      0      6      0      0      0      9      0      0      0
  22       0      0     47    103    154    208    263    312    381    406    441    480    613    671    638    733    796    857    868    862    943    824    829    766    636    669    594    488    319    313    293    344    306    299    247    221    198    166    120    104     73    130    165    149    127     58     36     57    131    160     37     41     24     26     29    180     28     37     27    100     45     22     13     13     22     84      6      8      9     14     17      6      6      6     35     24     32     20     10      0      6      0      6      0     20      0     11      0      0      0      0      0      0      0      0      0      7      0      0      0
  23       0      0     40     60    138    177    218    297    309    309    361    381    518    549    570    596    801    695    766    785    710    757    722    758    601    629    619    504    354    334    309    365    321    313    253    214    198    179    131     92     82    171    194    134    144     42     44     39    107    176     24     35     38     19     33    156     37     29     22     84     42      7     12     20     26     84      9      6     13     15     15      0      7     10     51     23     17     12      7      6      0      6      0      0     15      6     10      0      0      0      0      0      0      0      0      0      0      0      0      0
  24       0      0     28     44    106    149    179    254    242    283    302    304    429    499    479    508    570    602    655    632    634    652    671    695    606    688    599    488    365    307    341    343    309    311    257    207    217    182    145     85     82    153    169    151    135     43     41     40    100    167     26     41     35     29     33    161     43     35     26     83     43     14     15     10     25     87     10     12     10     14      8      6      6     10     58     14     21     10      8      0      0      0      0      0     11      6      7      0      0      0      0      0      0      0      0      0      6      0      0      0
  25       0      0     28     51     97    110    144    207    220    228    254    282    385    392    405    464    507    518    547    533    474    580    566    533    538    600    598    496    375    327    307    355    303    344    269    225    198    180    143     99     86    148    200    159    131     46     51     44    107    162     32     30     27     47     21    201     43     44     23     79     37     11     14     13     29     77     14      8     15     28     14      6      8     13     50     21     20     11      9      0      0      0      0      0     14      6      9      0      0      0      0      0      6      0      0      0      6      0      0      0
  26       0      0     20     42    100    123    160    184    205    218    255    259    355    388    370    397    480    523    513    533    545    546    598    571    548    654    668    537    390    361    356    419    376    398    329    261    230    191    157    110     88    172    222    158    177     63     48     46    134    214     39     39     37     37     28    208     37     34     29     89     52     10     16     22     23     80      9      8      6     24     13      6      7      8     53     25     21     10      7      0      0      0      0      0     11      0     14      0      0      0      0      0      8      0      0      0      6      0      0      0
  27       0      0     20     40     80    113    121    141    188    176    194    246    305    303    324    346    416    427    456    487    531    501    501    536    542    631    636    556    421    404    394    430    375    402    359    284    246    225    183    108     97    188    225    176    172     49     48     48    127    244     52     53     24     28     30    216     38     41     29    107     49     22     24     21     38    110     14      8     12     25     18     12     13      6     48     30     18     19     12      6      0      6      0      6     12      7     10      0      0      0      0      6      6      0      6      0      0      0      0      0
  28       0      0     10     21     52     60     96    124    125    165    162    186    230    270    266    284    347    339    356    366    385    432    435    415    410    537    502    415    359    324    342    388    369    395    363    271    220    220    181     88    108    198    211    181    175     51     36     45    126    202     45     44     39     34     33    202     48     24     28    101     47     14     17     30     23     96     16     12     10     23     17      6      6     13     47     19     18     20     12      6      0      6      0      0     16      6      9      6      0      0      0      6      6      0      0      0      9      0      0      0
  29       0      0      7     19     35     51     69     99    104     91    126    136    176    192    180    208    236    249    247    273    309    290    309    301    283    350    410    331    280    244    265    317    279    341    281    226    210    185    131     64     59    144    180    134    158     32     29     35    107    143     33     44     36     29     21    199     34     29     20     81     45     14     19     15     27     93      7      6     11     20      9      9     12      6     40     29     17     12      7      6      6      6      0      0     17      8     11      0      0      0      0      0      0      0      0      0      6      0      0      0
  30       0      0      6     19     29     36     55     57     76     88    107    106    154    161    156    178    203    208    227    245    278    260    280    260    283    346    330    323    245    256    281    323    284    345    265    239    194    160    133     88     83    153    183    152    149     53     50     44     94    176     32     38     20     23     30    172     36     30     13     74     59     12     19     14     25     77      7      6      9     18     14      0     10     10     52     16     17     10     10      0      6      7      0      0     12      6      7      0      0      0      0      6      0      0      0      0      6      0      0      0
  31       0      0      6     18     20     40     44     68     70     66     95     97    127    137    165    158    214    171    227    239    229    232    252    271    262    304    356    324    263    259    224    328    297    319    300    228    199    187    135     89     84    180    193    136    145     53     39     46     99    187     30     27     30     33     21    168     48     30     20     94     42     14     21     20     31     88     10      8     11     20     17      8      8      6     68     19     26     12      6      6      0      0      0      0     18      6     13      0      0      0      0      0      6      0      0      0      7      0      0      0
  32       0      0      6     18     27     42     63     71     83     98    125    111    152    167    189    168    208    220    255    256    257    282    312    296    311    324    371    403    287    265    344    413    355    420    334    298    259    247    171    127    128    216    247    191    196     72     67     60    141    216     44     46     24     40     34    240     52     48     35    113     60     19     10     15     43    107     10      9     12     29     15      7     17     12     67     30     22     19      8      0      0      0      6      0     26      7     11      0      0      0      0      6      6      0      0      0      6      0      0      0
  33       0      0      6     11     21     28     48     54     61     54     73     86    128    137    134    155    169    162    213    209    200    222    222    242    236    314    330    324    250    251    271    330    341    362    337    298    282    199    191    130     99    178    258    194    164     52     47     51    157    213     49     50     39     24     44    227     53     41     35     98     67     16     13     22     36    134     13     11     14     25     13      8     11     11     83     28     29     16      7      6      0      0      6      0     25      6     19      0      0      0      0      6      6      0      0      0      6      0      0      0
  34       0      0      9     14     19     30     36     62     57     69     77     93    134    119    157    173    179    199    210    227    249    232    228    258    238    344    352    292    279    280    323    379    363    431    430    360    321    288    206    122    141    258    308    241    210     75     59     75    160    268     42     48     50     54     51    288     52     51     48    123     80     26     22     33     49    137     10     15     16     36     24      6     10     10     86     33     21     27     19      6      6      6      6      0     36      8     13      0      0      0      0      0      6      6      0      0      0      0      0      0
  35       0      0      0      6     18     25     43     47     44     64     78     69     90    121    109    123    141    153    152    146    183    189    218    219    238    293    255    286    223    252    255    360    355    378    342    327    307    269    238    166    129    230    306    238    237     77     82     50    174    245     47     49     44     42     45    278     60     47     31    131     80     23     26     38     34    161     17     17     14     34     15     11     10     14     82     33     30     26     14      7      6      6      0      6     31      6     12      0      0      0      0      6      6      0      0      0      6      0      0      0
  36       0      0      0      6     12     23     29     30     34     58     56     63     80     92     84     99     94    118    132    138    149    135    153    161    179    216    232    226    175    224    217    273    255    319    320    291    291    247    179    130    110    205    268    208    193     48     53     60    167    243     52     48     47     33     42    238     51     46     27    122     52     14     23     28     38    119     15     13      9     29     17     11     12     12     73     29     24     24      9      6      6      0      0      0     31      6     13      0      0      0      0      0      0      7      0      0      8      0      0      0
  37       0      0      0      7      7     14     23     30     41     46     43     72     68     68     76     85    108    113    110    107    121    129    137    134    145    190    203    186    174    162    203    244    261    288    293    242    254    227    177    129    139    183    254    222    171     78     62     62    164    224     54     48     36     48     35    247     56     43     37    126     70     25     23     24     44    168     11     15     17     32     16     14     12     12     79     30     39     28     16      0      6      7      6      0     19      6     10      0      0      0      0      8      6      0      0      0     14      0      0      0
  38       0      0      0      6      6     10     17     22     31     43     35     35     58     68     70     61     91     80    110    114    111    122    111    131    134    165    195    161    156    162    184    240    222    263    269    262    239    265    184    122    126    226    271    258    193     85     67     53    165    237     48     55     53     45     38    247     50     42     29    128     71     11     16     25     55    136     13     21      7     28     22     15     14     15     85     29     30     20     10      6      6      0      6      0     23     12     11      0      6      0      0      8      0      0      0      0      0      0      0      0
  39       0      0      0      0      6      6      9     10     23     19     31     39     33     43     45     64     61     67     67     71     76     76     80     92    105    129    132    130    107    108    120    151    153    183    213    170    176    180    126     96     94    167    228    189    173     39     52     54    134    184     48     40     31     27     29    216     44     36     33    102     62     19     23     13     28    102     11     13     12     24     12     10      6      8     64     30     23     18     12      6      7      0      0      0     20      0     14      0      0      0      6      0      0      0      0      0      6      0      0      0
  40       0      0      0      0      0      8      0     14     12      9     20     20     17     31     34     33     41     34     47     52     48     69     60     58     54     85     84     72     76     83     86    113    115    114    140    135    117    135     88     69     73    119    140    133    123     35     45     42     89    151     27     29     24     22     14    149     25     25     18     61     36     14     11     13     32     74      9      7      7     24      9      6      0      6     42     23     25     16      9      0      0      0      0      0     16      6      8      0      0      0      0      0      0      0      0      0      0      0      0      0
  41       0      0      0      0      6      6      8      7     17     14     13     19     30     28     26     31     34     44     48     40     58     48     50     56     71     70     73     81     75     79     71     85    105    143    117    112    132    127     88     71     67    128    171    116     99     45     34     35     89    132     27     24     17     24     24    139     36     22     30     68     57     16     12     13     25     93      7     11      7     18     10      6      6     11     48     22     23     18      9      0      0      6      0      0     15      0     10      0      0      0      0      0      0      0      0      0      6      0      0      0
  42       0      0      0      0      0     10     18     10     28     22     19     36     41     39     36     59     73     64     92     84     82     77     82     87    101    113    121    147    135     96    137    174    167    226    190    221    236    224    188    119    138    241    329    240    240     78     73     75    164    258     64     55     38     44     51    280     62     52     47    126     92     25     18     27     40    164     14     14     15     44     29     18      8     16     93     36     34     27     18      8      6      6      6      0     26      6     14      6      0      0      0      7      6      0      0      0      7      0      0      0
  43       0      0      0      6      8     12     12     20     20     28     30     34     41     55     40     55     67     90     76     82     93    107    104    118    109    122    162    168    130    129    124    189    214    281    249    244    218    294    232    176    181    271    373    324    309    120     84     95    265    399     89     90     72     55     52    384     78     58     55    214    114     29     42     35     60    199     26     17     23     52     31     17     20     16    139     52     43     50     27     10      8      6      6     10     51      6     29      6      7      0      0      6     11      6      6      6      7      0      0      0
  44       0      0      0      0      0      9      0      6     19     13     26     34     31     40     50     44     56     46     52     70     59     88     72    104     86    109    144    114    118    114    126    168    159    218    194    201    185    212    158    115    121    239    316    299    258     79     75     62    233    371     66     63     69     42     46    328     81     70     57    183     86     27     33     31     56    185     28     19     22     48     30     13     15     27    108     50     46     37     21      6      7      9      8      6     48     14     14      6      6      0      6      6     12      6      0      0      8      0      0      0
  45       0      0      0      0      0      6     11     10     13     18     17     20     28     24     32     48     48     52     62     49     50     62     72     75     82     91    117    120     84     91    117    123    142    184    188    164    190    186    159    126    106    210    313    285    269     86     88     85    229    317     66     67     65     61     59    342     71     61     58    188     92     29     32     48     51    189     18     20     22     46     25     10     17     18    122     49     42     41     18      6      9     11      0      7     51     12     25      6      8      0      0      6      7      0      0      6     11      0      0      0
  46       0      0      0      0      0      0      0      0      0      0      6      9     12     14     11     17     13     17     15     18     31     21     19     31     30     27     28     36     19     29     32     37     53     58     48     63     70     65     55     36     32     68     97     85     91     27     31     22     83    116     14     25     23     17     20    118     29     25     18     67     36      6     11     11     16     68      0     10     11     15     14      6      6      6     44     23     19     10      6      6      0      0      0      0     19      8      7      0      0      0      0      0      0      0      0      0      0      0      0      0
  47       0      0      0      0      0      0      0      0      0      6      0      0      9      7     11     12      8     12     16     16     18     13     22     13     21     35     37     31     13     24     41     38     38     56     55     47     53     57     51     33     28     62     94     78     90     27     24     32     81    134     16     22     21     11     21    127     31     24     17     65     31     11      9      9     21     59      6      8      7     18     10     11      7      9     53     20     14     19      0      0      0      0      0      0     16      0     14      0      0      0      0      0      6      0      0      0      0      0      0      0
  48       0      0      0      0      0      0      6      0      0      0      6      6     14      7      6      7     10      9     10     12      8     15     18     21     29     23     31     33     24     25     29     37     36     59     59     51     50     62     42     31     25     57    100     74     87     25     29     28     82    112     22     33     12     16     22     98     28     29     16     69     36     10      7     18     21     80     11      7      6     18      6      6      6      0     44     19     19     18      6      0      0      6      0      0     16      6      6      0      6      0      0      0      0      0      0      0      7      0      0      0
  49       0      0      0      0      0      0      0      6      8      7     16     14     20     13     21     29     36     29     22     42     40     47     36     51     63     63     72     63     65     80     68     98     89    134    113    131    132    119    105     83    101    141    208    221    210     71     67     75    232    344     76     68     56     45     57    328     72     75     46    171     89     35     29     35     52    171     18     18     16     39     26     17     15     17    119     52     48     37     23     10      6      6      7      7     41     12     20      0      0      6      6      9      6      6      6      0      6      0      0      0
  50       0      0      0      0      0      8      0     10     12     11     22     23     27     29     38     29     41     31     63     48     58     63     61     76     71     84    113     83     82     92    109    139    137    181    206    186    200    208    172    126    125    243    344    293    327    114    118    137    314    548    127    110    112     94     89    602    121    111     90    270    171     45     59     65     98    334     28     33     38     83     46     31     30     25    214    110     79     56     37     15      6      6      8     11     68     17     48      0      7      9      0     20     13      6      6      9     18      0      0      0
  51       0      0      0      0      0      0      0      0      0      0      0      0      0      6      6      6     13     10      6     14      8      8     13     14      9     12     18     16     12     23     13     23     30     29     38     35     44     57     37     37     34     39     78     65     76     28     24     28     70    142     22     24     26     27     25    122     30     23     25     69     48     11     17     16     19     78      8      6      9     11      9      7      8      8     43     20     13     16     13      6      6      6      0      0     17     10      6      0      0      0      0      6      6      0      0      0      7      0      0      0
  52       0      0      0      0      0      0      0      0      0      6      6      0      6      6      6      6     14      6     10      7     11      6      9      8     12     17     14     20     11     18     13     23     22     38     32     32     37     42     34     30     21     49     68     70     76     22     24     19     57    121     20     33     19     22     19    135     32     22     21     65     39      7      9     15     15     87      6      6      0     20     12      7      7      6     44     21     24     21      7      6      0      0      0      0     14      6     11      0      0      0      0      0      6      0      0      0      0      0      0      0
  53       0      0      0      0      0      0      0      0      0      6      0      0      6      8      6      6     13      6      6      6     14      9      9     11     13     10     18     11     18     23     13     21     20     27     33     29     29     33     21     19     13     39     69     61     73     20     23     16     52    107     15     27     12     22     17    137     36     20     11     49     41      9     14      9     18     66      8      9      8     12     14      6      8      8     40     16     16     16      6      0      0      0      0      6      8      0     12      0      0      0      0      0      0      0      0      0      6      0      0      0
  54       0      0      0      0      0      0      0      0      0      0      6      0      6      6     10      6      0      6      7      6     13      8      6     12     10     12     18      6     11      7     19     19     18     28     34     30     25     29     16     22     16     34     54     52     67     22     18     16     50     86     30     24     19     18     10     92     19     21     11     59     34     10     11      8     13     72      6      7      0     16      9      0      6      6     38     11     16     13      6      0      0      0      0      0     11      6     14      0      6      0      0      6      0      0      0      0      6      0      0      0
  55       0      0      0      0      0      0      0      0      0      6      6      6      6      0      6      0      7      9      9      9      8      6      6      8      7     12     17     16     14     10     13     21     17     16     29     22     33     21     26     21     18     41     55     38     49     21     19     18     51     98     27     27     13     21     21    118     15     20     21     67     29      9      7     18     20     59      8      6     12      9      9      6      7      6     31     16     17     13      7      0      0      0      0      0     19      6      6      0      0      0      0      6      6      0      0      0      0      0      0      0
  56       0      0      0      0      0      0      0      6      0      8     13     15     27     25     22     30     37     35     48     43     47     45     52     66     55     72     88     67     80     71     94    101    110    164    166    152    166    187    161    119     98    244    312    334    337    135    130    132    313    591    132    145    135    115    103    766    187    148    125    427    238     66     58     72    144    449     45     55     31    119     72     38     43     44    300    124    115     80     62     20     16      9     17     17    116     23     55      7     12      6      9     20     23      7      6      8     22      0      0      0
  57       0      0      0      0      0      0      0      0      0      0      0      7      6      0      6      6      6      7      9      9      7      8     11     10     13     17     13     20     14     10     16     31     31     35     36     26     36     37     22     22     20     36     50     68     51     21     36     22     59    135     28     30     32     25     20    160     33     37     30     94     69     13     22     24     29    123     15      9     10     17     18      8      6      6     70     33     25     23     12      6      8      7      6      0     22     11     11      0      0      0      6      6      8      0      0      0      7      0      0      0
  58       0      0      0      0      0      0      0      0      6      0      0      0      7      6      0      0      7      9      6     10      6      8      6     12     10     10     18     12      9     10     11     16     12     31     27     23     25     36     26     16     16     43     50     59     60     16     30     17     56     94     46     19     23     24     18    138     36     38     29     82     44     10     14     20     31     97      6      6      9     21     12      9      8      8     54     26     16     24     11      7      7      0      6      7     17      7     20      0      0      6      0      0      6      0      0      0      6      0      0      0
  59       0      0      0      0      0      0      0      0      0      0      0      0      6      6      0      6      0      6      9      0      7      0      7      7      9      9     13     19      6     12     10     17     24     14     21     24     14     25     24     11     16     31     31     45     46     26     13     16     48     80     21     14     16     18     10    133     38     24     20     76     47     11     11      7     23     87     11     11      7     23     12      8     10     12     38     19     20     14     10      6      6      6      6      0     23     12     15      0      0      0      0      0      9      0      0      0      8      0      0      0
  60       0      0      0      0      0      0      0      0      7      7      0      6      0     11     12      9     13     14     18     20     12     18     15     22     15     32     26     32     32     41     41     50     48     62     71     66     68     75     66     51     44     78    147    125    153     69     65     53    138    278     69     84     60     63     53    405    112     96     66    236    150     56     49     43     83    275     30     27     22     71     45     29     36     20    182     87     74     66     36     11      6     11      9     11     73     22     46     13     10      6      7     12     17     10      8      7     17      0      0      0
  61       0      0      0      0      0      0      0      0      0      0      0      0      6      8      7      0      6      6      8      7     10     10     10     15     11     15     19      9     14     21     25     19     19     22     35     27     34     47     35     20     23     63     71     62     84     26     37     29     74    150     31     31     37     35     41    224     68     50     34    130     80     18     27     32     48    181     19     18     16     42     28     17     11     15    120     56     46     43     24      0      9      6      9      8     43     17     30      0      0      0      6     10      6      6      0      0     23      0      0      0
  62       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      7      6      6      7      6      6      6     10      6     13     11     11      8      6     13      0      7     13     24     24     25     12     12      8     18     56      6     15     11      6     12     87     19     15      7     35     36      8      9      8     17     61      8      6      7     14     16      6      0      0     37     12     12     13     11      0      0      0      0      0     11      8      8      0      0      0      0      0      0      0      0      0      8      0      0      0
  63       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      0      0      0      0      6      6      6      6      6      0      7      9      8     14      8      7      9     11      0      0     10     35     24     24      9      0      7     19     40      8      6     10      6     13     56     15     15     12     44     35      9     10     13     16     62     10      7     10      9      6      6      6      6     31     12     21     15      7      0      0      0      0      0     14      6      7      6      0      0      0      0      8      0      0      6      0      0      0      0
